fecha_hora_minuto;campanya;cadena;franja;creatividad;duracion;posicion;grps_ad16;inversion
2019/05/09 20:54:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;PU;0.1;57.71
2019/05/09 22:25:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;P1;0.19;59.24
2019/05/08 23:39:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;PU;0.02;0
2019/05/08 21:32:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P4;0.04;18.78
2019/05/09 21:04:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;P4;0.01;8.34
2019/05/09 23:37:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P4;0.02;35.27
2019/05/09 20:36:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;X;0.47;206.1
2019/05/09 21:30:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;X;0.41;122.65
2019/05/09 21:08:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P6;0.04;30.23
2019/05/09 23:46:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;X;0;0
2019/05/09 21:09:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;X;0;0
2019/05/13 00:11:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;AP;0.18;178.62
2019/05/13 00:00:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;AP;0.01;11.31
2019/05/12 22:38:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;AP;0.07;29.47
2019/05/12 20:38:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;P3;0.01;0
2019/05/12 23:06:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;X;0.01;14.66
2019/05/12 23:43:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;X;0;0
2019/05/12 23:04:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P3;0.07;110.38
2019/05/12 23:29:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P3;0.06;55.88
2019/05/13 00:13:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;PU;0.05;44.06
2019/05/12 20:33:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;UL;0.01;0
2019/05/12 21:06:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;X;0.27;62.22
2019/05/13 00:25:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;P2;0.35;76.21
2019/05/12 20:41:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;X;0.85;403.96
2019/05/12 21:13:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;X;0.92;399.83
2019/05/12 20:32:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;X;0.01;18.76
2019/05/12 21:54:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P1;0.04;17.4
2019/05/12 21:28:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;X;0.04;25.9
2019/05/12 21:45:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;P6;0.05;25.9
2019/05/12 23:47:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;AP;0.01;20.15
2019/05/12 23:44:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;X;0;0
2019/05/12 23:37:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;P4;0.09;36.02
2019/05/12 22:14:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;P5;0.14;52.69
2019/05/13 22:29:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;AP;0.08;50.61
2019/05/13 20:56:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;X;0.12;120
2019/05/13 21:12:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;P4;0.16;100.62
2019/05/13 20:49:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;P4;0.05;36.92
2019/05/14 00:06:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;AP;0.04;0
2019/05/14 00:15:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P2;0.04;0
2019/05/13 21:20:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;X;0.04;0
2019/05/14 00:18:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P1;0.03;30.23
2019/05/14 00:13:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P1;0.06;38.01
2019/05/13 20:57:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P4;0.03;0
2019/05/13 20:59:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;AP;0.04;35.27
2019/05/13 23:44:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;X;0.07;20.24
2019/05/13 20:52:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;AP;0.04;0
2019/05/13 21:09:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;P5;0;0
2019/05/13 21:42:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;PU;0.03;0
2019/05/13 22:27:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;P4;0.01;0
2019/05/13 20:44:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;P3;0.05;14.89
2019/05/13 21:09:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P3;0.02;22.9
2019/05/13 20:51:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;AP;0.28;137.4
2019/05/13 22:09:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;PU;0.04;0
2019/05/13 22:23:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;P1;0.04;28.58
2019/05/14 20:48:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;X;0.01;25.65
2019/05/14 21:49:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;X;0.1;12.8
2019/05/14 23:52:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;P4;0;5.95
2019/05/14 20:53:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;X;0;0
2019/05/14 22:32:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P4;0.03;10.99
2019/05/14 23:56:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;PU;0.04;11.91
2019/05/14 22:46:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;X;0.03;18.46
2019/05/14 23:57:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;X;0.03;18.16
2019/05/14 20:56:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;X;0.09;98.01
2019/05/16 20:50:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;P1;0.07;48.53
2019/05/16 20:44:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;X;0.06;0
2019/05/16 20:36:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;X;0;0
2019/05/16 23:54:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;PU;0.02;9.16
2019/05/16 20:46:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;X;0.02;0
2019/05/16 23:38:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;X;0;0
2019/05/17 00:20:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;X;0.01;0
2019/05/16 21:59:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;P3;0.03;25.19
2019/05/16 22:33:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;PROMOCION 10s;10;PU;0.02;8.93
2019/05/16 21:08:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 10s;10;P4;0;0
2019/05/16 20:57:00;HISPASALES MAYO TV;DIVINITY;PRIME TIME;OFERTA 20s;20;X;0;0
2019/03/27 23:26:00;HISPASALES MARZO TV;T5;PRIME TIME;PROMOCION 10s;10;X;6.23;2917.98
2019/03/18 20:40:00;HISPASALES MARZO TV;T5;PRIME TIME;OFERTA 20s;20;X;4.22;3292.38
2019/03/18 21:41:00;HISPASALES MARZO TV;T5;PRIME TIME;OFERTA 20s;20;P5;5.58;4350.06
2019/03/19 20:32:00;HISPASALES MARZO TV;T5;PRIME TIME;OFERTA 20s;20;P6;4.22;3291.6
2019/03/19 23:53:00;HISPASALES MARZO TV;T5;PRIME TIME;OFERTA 20s;20;X;3.29;2566.2
2019/03/21 23:48:00;HISPASALES MARZO TV;T5;PRIME TIME;OFERTA 20s;20;X;6.6;5150.34
2019/03/24 23:47:00;HISPASALES MARZO TV;T5;PRIME TIME;OFERTA 20s;20;X;5.09;3972.54
2019/03/20 20:35:00;HISPASALES MARZO TV;T5;PRIME TIME;OFERTA 20s;20;X;3.69;2874.3
2019/03/18 22:41:00;HISPASALES MARZO TV;T5;PRIME TIME;OFERTA 20s;20;X;4.82;3761.16
2019/03/19 00:26:00;HISPASALES MARZO TV;T5;PRIME TIME;OFERTA 20s;20;PU;4.55;4793.26
2019/04/04 00:21:00;HISPASALES ABRIL TV;T5;PRIME TIME;PROMOCION 10s;10;P6;4.9;2469.1
2019/04/07 23:52:00;HISPASALES ABRIL TV;T5;PRIME TIME;PROMOCION 10s;10;X;4.82;2428.27
2019/04/10 23:48:00;HISPASALES ABRIL TV;T5;PRIME TIME;PROMOCION 10s;10;X;7.55;3807.72
2019/04/10 20:37:00;HISPASALES ABRIL TV;T5;PRIME TIME;OFERTA 10s;10;X;3.72;1874.38
2019/04/08 23:53:00;HISPASALES ABRIL TV;T5;PRIME TIME;OFERTA 10s;10;X;6;3021.98
2019/04/09 23:28:00;HISPASALES ABRIL TV;T5;PRIME TIME;PROMOCION 10s;10;X;2.89;1455.05
2019/04/11 23:58:00;HISPASALES ABRIL TV;T5;PRIME TIME;PROMOCION 10s;10;X;8.53;4301.14
2019/04/01 20:42:00;HISPASALES ABRIL TV;T5;PRIME TIME;OFERTA 10s;10;X;4.39;2210.54
2019/04/02 21:51:00;HISPASALES ABRIL TV;T5;PRIME TIME;OFERTA 10s;10;PU;4.02;2024.57
2019/04/02 22:06:00;HISPASALES ABRIL TV;T5;PRIME TIME;PROMOCION 10s;10;P6;3.43;1731.24
2019/04/08 23:29:00;HISPASALES ABRIL TV;T5;PRIME TIME;OFERTA 20s;20;X;6.53;5483.52
2019/04/22 21:51:00;HISPASALES ABRIL TV;T5;PRIME TIME;PROMOCION 10s;10;PU;3.34;1684.37
2019/04/25 23:54:00;HISPASALES ABRIL TV;T5;PRIME TIME;PROMOCION 10s;10;X;10.16;5118.62
2019/05/05 20:34:00;HISPASALES MAYO TV;T5;PRIME TIME;OFERTA 20s;20;X;3.1;2411.1
2019/05/05 22:04:00;HISPASALES MAYO TV;T5;PRIME TIME;OFERTA 20s;20;X;5.21;3847.5
2019/05/05 21:50:00;HISPASALES MAYO TV;T5;PRIME TIME;OFERTA 20s;20;AP;3.93;2896.17
2019/05/05 22:58:00;HISPASALES MAYO TV;T5;PRIME TIME;PROMOCION 10s;10;X;8.27;3456.94
2019/05/09 20:34:00;HISPASALES MAYO TV;T5;PRIME TIME;OFERTA 20s;20;X;4.13;2933.22
2019/05/08 00:14:00;HISPASALES MAYO TV;T5;PRIME TIME;PROMOCION 10s;10;X;2.22;913.82
2019/05/12 21:57:00;HISPASALES MAYO TV;T5;PRIME TIME;OFERTA 20s;20;X;4.15;2921.25
2019/05/14 20:33:00;HISPASALES MAYO TV;T5;PRIME TIME;OFERTA 10s;10;X;3.62;1614.92
2019/05/16 21:58:00;HISPASALES MAYO TV;T5;PRIME TIME;OFERTA 20s;20;X;4.43;3108.78
2019/05/13 21:58:00;HISPASALES MAYO TV;T5;PRIME TIME;OFERTA 10s;10;X;3.32;1483.94
2019/03/19 00:14:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;X;0.15;115
2019/03/18 21:40:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;X;1.79;1330
2019/03/18 20:45:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;PU;1.24;922.5
2019/03/19 22:05:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;X;1.18;870
2019/03/24 20:42:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;P2;0.78;577.5
2019/03/24 21:57:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;P5;1.14;846.25
2019/03/24 22:30:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;X;1.17;870
2019/03/24 23:35:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;P5;0.75;553.75
2019/03/25 00:29:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;UL;0.14;145.13
2019/03/24 21:50:00;HISPASALES MARZO TV;FDF;PRIME TIME;PROMOCION 10s;10;PU;1.18;571.19
2019/03/25 22:04:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;X;0.82;611.25
2019/03/31 22:00:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 10s;10;AP;1.41;678.44
2019/04/01 00:18:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.14;67.44
2019/03/27 00:16:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;UL;0.3;297
2019/03/18 21:40:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;X;0.11;75
2019/03/22 00:25:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.35;169.81
2019/03/24 21:50:00;HISPASALES MARZO TV;FDF;PRIME TIME;PROMOCION 10s;10;PU;0.03;12.19
2019/03/25 22:04:00;HISPASALES MARZO TV;FDF;PRIME TIME;OFERTA 20s;20;X;0.03;21.25
2019/04/03 23:29:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 20s;20;X;0.44;326.25
2019/04/02 23:55:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 20s;20;AP;0.43;317.5
2019/04/03 00:21:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 20s;20;X;0.29;217.5
2019/04/01 22:32:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 20s;20;PU;0.86;638.75
2019/04/02 23:00:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.66;316.06
2019/04/01 21:40:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;X;1.62;780.81
2019/04/01 21:40:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.09;42.25
2019/04/22 23:17:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 20s;20;AP;0.48;353.75
2019/04/07 20:40:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 20s;20;AP;0.43;322.5
2019/04/22 20:34:00;HISPASALES ABRIL TV;FDF;PRIME TIME;PROMOCION 10s;10;P4;0.52;249.44
2019/04/22 23:56:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.17;82.88
2019/04/22 22:01:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;P4;1.2;580.94
2019/04/07 22:03:00;HISPASALES ABRIL TV;FDF;PRIME TIME;PROMOCION 10s;10;X;1.1;527.31
2019/04/07 22:37:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;X;1.09;525.69
2019/04/08 00:27:00;HISPASALES ABRIL TV;FDF;PRIME TIME;PROMOCION 10s;10;X;0.22;104.81
2019/04/07 23:41:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.57;273.81
2019/04/09 22:49:00;HISPASALES ABRIL TV;FDF;PRIME TIME;PROMOCION 10s;10;X;0.98;472.88
2019/04/08 23:56:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.19;91.81
2019/04/08 22:50:00;HISPASALES ABRIL TV;FDF;PRIME TIME;PROMOCION 10s;10;AP;0.51;248.63
2019/04/05 00:09:00;HISPASALES ABRIL TV;FDF;PRIME TIME;PROMOCION 10s;10;AP;0.24;115.38
2019/04/10 23:32:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.38;182.81
2019/04/23 00:26:00;HISPASALES ABRIL TV;FDF;PRIME TIME;PROMOCION 10s;10;X;0.12;56.88
2019/04/23 22:44:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.5;242.94
2019/04/25 20:41:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.89;424.13
2019/04/26 00:21:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.28;136.5
2019/04/25 23:25:00;HISPASALES ABRIL TV;FDF;PRIME TIME;OFERTA 10s;10;P5;0.99;474.5
2019/05/05 23:35:00;HISPASALES MAYO TV;FDF;PRIME TIME;PROMOCION 10s;10;X;0.48;210.89
2019/05/06 21:56:00;HISPASALES MAYO TV;FDF;PRIME TIME;OFERTA 20s;20;X;0.1;98.7
2019/05/06 22:32:00;HISPASALES MAYO TV;FDF;PRIME TIME;PROMOCION 10s;10;X;0.65;304.4
2019/05/07 20:39:00;HISPASALES MAYO TV;FDF;PRIME TIME;OFERTA 20s;20;AP;0.85;534.45
2019/05/08 00:10:00;HISPASALES MAYO TV;FDF;PRIME TIME;OFERTA 20s;20;UL;0.18;127.05
2019/05/07 23:00:00;HISPASALES MAYO TV;FDF;PRIME TIME;PROMOCION 10s;10;AP;0.59;262.76
2019/05/07 00:23:00;HISPASALES MAYO TV;FDF;PRIME TIME;PROMOCION 10s;10;X;0.18;88.73
2019/05/06 21:56:00;HISPASALES MAYO TV;FDF;PRIME TIME;OFERTA 20s;20;X;1.06;769.65
2019/05/09 20:44:00;HISPASALES MAYO TV;FDF;PRIME TIME;PROMOCION 10s;10;X;0.92;424.52
2019/05/12 20:46:00;HISPASALES MAYO TV;FDF;PRIME TIME;OFERTA 20s;20;X;0.6;500.85
2019/05/12 23:53:00;HISPASALES MAYO TV;FDF;PRIME TIME;OFERTA 10s;10;AP;0.41;195.2
2019/05/13 20:41:00;HISPASALES MAYO TV;FDF;PRIME TIME;OFERTA 20s;20;X;0.83;626.85
2019/05/13 22:04:00;HISPASALES MAYO TV;FDF;PRIME TIME;PROMOCION 10s;10;X;0.88;408.14
2019/05/14 21:40:00;HISPASALES MAYO TV;FDF;PRIME TIME;OFERTA 10s;10;X;1.58;760.99
2019/05/14 21:40:00;HISPASALES MAYO TV;FDF;PRIME TIME;OFERTA 10s;10;X;0.16;51.19
2019/03/18 15:53:00;HISPASALES MARZO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;3.46;2871.8
2019/03/21 14:03:00;HISPASALES MARZO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;2;1660
2019/03/20 16:16:00;HISPASALES MARZO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;P6;2.46;2041.8
2019/03/26 15:51:00;HISPASALES MARZO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;3.61;2996.3
2019/03/25 15:51:00;HISPASALES MARZO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;3.01;2498.3
2019/03/21 15:52:00;HISPASALES MARZO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;3.16;2622.8
2019/03/25 14:12:00;HISPASALES MARZO TV;LA SEXTA;SOBREMESA;PROMOCION 10s;10;X;2.56;1274.88
2019/03/19 15:53:00;HISPASALES MARZO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;3.09;2564.7
2019/03/21 16:03:00;HISPASALES MARZO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;2.48;2058.4
2019/03/27 15:52:00;HISPASALES MARZO TV;LA SEXTA;SOBREMESA;PROMOCION 10s;10;X;3.61;1797.78
2019/04/03 15:53:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;OFERTA 10s;10;X;3.4;1836
2019/04/01 15:52:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;OFERTA 10s;10;X;3.08;1663.2
2019/04/04 15:51:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;OFERTA 10s;10;X;2.82;1522.8
2019/04/09 15:52:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;OFERTA 10s;10;X;3.14;1695.6
2019/04/11 15:53:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;PROMOCION 10s;10;X;2.93;1582.2
2019/04/08 15:51:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;PROMOCION 10s;10;X;3.47;1873.8
2019/04/10 15:52:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;PROMOCION 10s;10;X;3.29;1776.6
2019/04/11 14:12:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;OFERTA 10s;10;X;2.38;1285.2
2019/04/23 15:51:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;3.3;2970
2019/04/24 14:04:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;2.5;2250
2019/04/23 16:02:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;P3;2.59;2797.2
2019/04/25 15:53:00;HISPASALES ABRIL TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;3.42;3078
2019/05/09 15:55:00;HISPASALES MAYO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;3.11;2151.24
2019/05/16 15:53:00;HISPASALES MAYO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;2.8;1838.01
2019/05/08 15:56:00;HISPASALES MAYO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;2.96;1979.85
2019/05/09 16:06:00;HISPASALES MAYO TV;LA SEXTA;SOBREMESA;OFERTA 20s;20;X;2.37;1678.44
2019/05/07 15:55:00;HISPASALES MAYO TV;LA SEXTA;SOBREMESA;OFERTA 10s;10;X;2.99;1177.27
2019/05/16 14:10:00;HISPASALES MAYO TV;LA SEXTA;SOBREMESA;PROMOCION 10s;10;X;2.14;904.23
2019/05/13 15:55:00;HISPASALES MAYO TV;LA SEXTA;SOBREMESA;PROMOCION 10s;10;X;2.8;1077.98
2019/05/07 16:21:00;HISPASALES MAYO TV;LA SEXTA;SOBREMESA;PROMOCION 10s;10;X;2.45;1028.34
2019/05/14 14:05:00;HISPASALES MAYO TV;LA SEXTA;SOBREMESA;OFERTA 10s;10;X;2.28;1007.06
2019/05/07 15:52:00;HISPASALES MAYO TV;PULSA TV;SOBREMESA;PROMOCION 10s;10;X;0.11;16.65
2019/05/08 16:10:00;HISPASALES MAYO TV;PULSA TV;SOBREMESA;OFERTA 10s;10;X;0.14;18.38
2019/05/09 16:58:00;HISPASALES MAYO TV;PULSA TV;SOBREMESA;OFERTA 20s;20;X;0.12;42.48
2019/05/09 14:02:00;HISPASALES MAYO TV;PULSA TV;SOBREMESA;OFERTA 10s;10;X;0.2;39.36
2019/05/14 16:13:00;HISPASALES MAYO TV;PULSA TV;SOBREMESA;PROMOCION 10s;10;X;0.12;11.1
2019/03/25 14:05:00;HISPASALES MARZO TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;1.97;1538.94
2019/03/25 15:33:00;HISPASALES MARZO TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;P3;2.24;2094.77
2019/03/25 16:55:00;HISPASALES MARZO TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;1.37;1067.04
2019/03/26 15:39:00;HISPASALES MARZO TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;2.24;1750.32
2019/03/27 15:34:00;HISPASALES MARZO TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;2.19;1709.76
2019/03/28 16:49:00;HISPASALES MARZO TV;ANTENA 3;SOBREMESA;PROMOCION 10s;10;X;1.7;797.47
2019/03/18 15:40:00;HISPASALES MARZO TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;2.16;1688.7
2019/03/18 16:48:00;HISPASALES MARZO TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;1.92;1495.26
2019/03/19 15:38:00;HISPASALES MARZO TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;2.22;1730.82
2019/04/11 15:38:00;HISPASALES ABRIL TV;ANTENA 3;SOBREMESA;PROMOCION 10s;10;X;2.19;1104.77
2019/04/09 15:32:00;HISPASALES ABRIL TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;2.18;1829.52
2019/04/02 16:55:00;HISPASALES ABRIL TV;ANTENA 3;SOBREMESA;OFERTA 10s;10;X;1.83;921.31
2019/04/23 16:57:00;HISPASALES ABRIL TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;AP;2.11;1773.24
2019/04/23 15:34:00;HISPASALES ABRIL TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;2.31;1939.56
2019/04/24 15:35:00;HISPASALES ABRIL TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;2.45;2058
2019/04/24 14:03:00;HISPASALES ABRIL TV;ANTENA 3;SOBREMESA;PROMOCION 10s;10;X;1.87;939.96
2019/04/24 16:55:00;HISPASALES ABRIL TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;2.2;1849.68
2019/04/25 15:40:00;HISPASALES ABRIL TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;1.98;1659.84
2019/05/06 14:05:00;HISPASALES MAYO TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;1.54;1079.01
2019/05/06 15:42:00;HISPASALES MAYO TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;2.5;1728.24
2019/05/13 16:49:00;HISPASALES MAYO TV;ANTENA 3;SOBREMESA;OFERTA 10s;10;X;2.29;938.11
2019/05/16 16:48:00;HISPASALES MAYO TV;ANTENA 3;SOBREMESA;OFERTA 20s;20;X;2.18;1537.86
2019/05/16 15:39:00;HISPASALES MAYO TV;ANTENA 3;SOBREMESA;OFERTA 10s;10;X;2.36;946.31
2019/03/18 14:58:00;HISPASALES MARZO TV;CUATRO;SOBREMESA;OFERTA 20s;20;X;2.07;1718.1
